일시,요일,등록기관,철도구분,사고 종류,철도사고 종류,주원인,근본원인별 그룹,근본원인별 원인,근본원인별 상세,총피해명,사망,부상(중상),경상,총 피해액(백만원),노선,노선방향,발생장소,기상상태,온도,안개유무,연도,발생장소a,발생장소b
2013-09-03,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,수인분당선(구.분당선),,개포동,구름,26.4,0,2013,개포동,
2013-08-31,토,KORAIL,일반철도,사고,충돌-탈선-화재,운전자-신호위반,인적요인,기관사,부주의/오류,3,0,0,3,13933,경부선,상행선,대구,구름,23.5,0,2013,대구,
2013-08-30,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로근접통행,인적요인,공중,불법행위,1,0,1,0,0,경의선,,화전-수색,구름,24,0,2013,화전,수색
2013-08-30,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,신태인-김제,구름,29.1,0,2013,신태인,김제
2013-08-30,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경의선,,부개,구름,25.8,0,2013,부개,
2013-08-30,금,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경원선,,한남-서빙고,구름,24,0,2013,한남,서빙고
2013-08-25,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,,오산-진위,구름,30.7,0,2013,오산,진위
2013-08-25,일,KORAIL,도시철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,경춘선,,춘천,구름,19.7,0,2013,춘천,
2013-08-22,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,기타,1,0,0,1,0,충북선,,충주,맑음,30,0,2013,충주,
2013-08-21,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,중앙선,,영주-문수,구름,27.8,0,2013,영주,문수
2013-08-17,토,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,동해남부선,,모화-호계,맑음,35,0,2013,모화,호계
2013-08-14,수,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,고양기지,맑음,30.1,0,2013,고양기지,
2013-08-13,화,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,불법행위,1,0,1,0,0,동해남부선,,태화강-선암,맑음,30.1,0,2013,태화강,선암
2013-08-13,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,청도,맑음,30,0,2013,청도,
2013-08-11,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,,세류,구름,25.5,0,2013,세류,
2013-08-08,목,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,작업자,부주의/오류,1,0,1,0,0,경원선,,청량리,맑음,30.3,0,2013,청량리,
2013-08-08,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,역무원,부주의/오류,1,0,1,0,0,영동선,,강릉,구름,28.8,0,2013,강릉,
2013-08-06,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,3,2,1,0,0,경원선,,전곡-연천,맑음,29,0,2013,전곡,연천
2013-08-04,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,,영동-황간,맑음,30.6,0,2013,영동,황간
2013-07-30,화,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,김제-부용,맑음,26.3,0,2013,김제,부용
2013-07-29,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,장항선,,장항,맑음,30,0,2013,장항,
2013-07-29,월,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,역무원,부주의/오류,1,0,0,1,0,경원선,,청량리,맑음,29.2,0,2013,청량리,
2013-07-29,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,1,0,0,0,경원선,,도봉산,맑음,29.2,0,2013,도봉산,
2013-07-28,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,경부선,,가산디지털-구로,구름,20.2,0,2013,가산디지털,구로
2013-07-27,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,센텀-동래,구름,25.1,0,2013,센텀,동래
2013-07-26,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,불법행위,1,1,0,0,0,경부선,,석수,구름,25.6,0,2013,석수,
2013-07-25,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,부산기지,구름,24.1,0,2013,부산기지,
2013-07-24,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,0,1,0,0,경전선,,순천-원창,비,24.8,0,2013,순천,원창
2013-07-18,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 넘어짐,인적요인,여객,기타,5,0,5,0,0,수인분당선(구.분당선),,야탑,구름,26.2,0,2013,야탑,
2013-07-16,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,성균관대,구름,28,0,2013,성균관대,
2013-07-15,월,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,수인분당선(구.분당선),,구룡,비,25.8,0,2013,구룡,
2013-07-13,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,익산-황등,구름,25.6,0,2013,익산,황등
2013-07-11,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,가야,맑음,25.7,0,2013,가야,
2013-07-09,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,불법행위,1,1,0,0,0,기타선,,초남-황길,구름,27.6,0,2013,초남,황길
2013-07-08,월,KORAIL,도시철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,부주의/오류,1,0,1,0,0,안산선,,상록수,비,23.4,0,2013,상록수,
2013-07-05,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,전라선,,덕양,구름,15,0,2013,덕양,
2013-07-04,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,신탄진,비,27.4,0,2013,신탄진,
2013-07-02,화,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,부주의/오류,1,0,1,0,0,영동선,,영주-문단,비,27.4,0,2013,영주,문단
2013-07-02,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,규정위반,0,0,0,0,0,기타선,,하양-청천,맑음,20.8,0,2013,하양,청천
2013-06-30,일,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,경북선,,옥산-김천,구름,28.2,0,2013,옥산,김천
2013-06-29,토,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,대전조차장,맑음,30,0,2013,대전조차장,
2013-06-28,금,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,3,0,0,3,0,수인분당선(구.분당선),,분당기지,맑음,29.3,0,2013,분당기지,
2013-06-27,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,1,0,1,0,0,경부고속선,,울산,맑음,26.4,0,2013,울산,
2013-06-23,일,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,0,1,0,경의선,,신촌-가좌,구름,21.4,0,2013,신촌,가좌
2013-06-22,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해남부선,,효문-호계,맑음,20.7,0,2013,효문,호계
2013-06-21,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,규정위반,1,1,0,0,0,동해남부선,,경주-동방,맑음,20.8,0,2013,경주,동방
2013-06-21,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,안양,맑음,26,0,2013,안양,
2013-06-17,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경북선,,함창-상주,맑음,28.1,0,2013,함창,상주
2013-06-14,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,동대구,구름,21.4,0,2013,동대구,
2013-06-14,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,기타선,,점촌-주평,구름,21.4,0,2013,점촌,주평
2013-06-13,목,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,불법행위,1,0,0,1,0,경부선,,평택,구름,22.5,0,2013,평택,
2013-06-13,목,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,0,1,0,중앙선,,청량리,구름,19.6,0,2013,청량리,
2013-06-13,목,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,,서정리,구름,19.6,0,2013,서정리,
2013-06-13,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,신태인-김제,구름,26.5,0,2013,신태인,김제
2013-06-13,목,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경의선,,행신,구름,19.6,0,2013,행신,
2013-06-13,목,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 통과지체,인적요인,공중,부주의/오류,0,0,0,0,0,동해남부선,,거제-동래,구름,21.3,0,2013,거제,동래
2013-06-10,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,부산기지,맑음,30.4,0,2013,부산기지,
2013-06-10,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,동해남부선,,신경주-경주,맑음,19.7,0,2013,신경주,경주
2013-06-07,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,역무원,부주의/오류,1,0,0,1,0,경부선,,평택,맑음,30.7,0,2013,평택,
2013-06-05,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,규정위반,1,0,1,0,0,기타선,,우암-신선대,맑음,20.9,0,2013,우암,신선대
2013-06-04,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,0,1,0,경원선,,청량리,맑음,20.9,0,2013,청량리,
2013-06-01,토,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,태백선,,민둥산-사북,맑음,18.1,0,2013,민둥산,사북
2013-05-31,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,화서,구름,24.2,0,2013,화서,
2013-05-26,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,,수원,맑음,20,0,2013,수원,
2013-05-24,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,신탄진,구름,12.9,0,2013,신탄진,
2013-05-21,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,1,0,0,0,전라선,,순천-성산,맑음,24.5,0,2013,순천,성산
2013-05-21,화,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경원선,,가능,맑음,23.2,0,2013,가능,
2013-05-21,화,KORAIL,일반철도,사고,충돌-탈선-화재,차량-주행장치고장,기술적요인,열차차량설비,단품불량/부품노후,0,0,0,0,0,경부선,,서정리,맑음,13,0,2013,서정리,
2013-05-21,화,KORAIL,도시철도,사고,건널목사고,통행자(자동차)-차단기 돌파/우회,인적요인,공중,불법행위,1,0,1,0,0,경의선,,운정-탄현,맑음,13,0,2013,운정,탄현
2013-05-18,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경원선,,소요산-초성리,구름,17,0,2013,소요산,초성리
2013-05-18,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-승하차시 넘어짐,인적요인,여객,부주의/오류,1,0,1,0,0,경부선,,대방,맑음,19.6,0,2013,대방,
2013-05-16,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,과천선,,과천청사,맑음,20,0,2013,과천청사,
2013-05-15,수,KORAIL,일반철도,사고,충돌-탈선-화재,운전자-신호위반,인적요인,기관사,부주의/오류,0,0,0,0,96.2,경인선,,동인천,구름,20.2,0,2013,동인천,
2013-05-15,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,논산-연산,맑음,15,0,2013,논산,연산
2013-05-13,월,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장비에 끼임,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,행신,맑음,29.3,0,2013,행신,
2013-05-11,토,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,영동-심천,맑음,21.3,0,2013,영동,심천
2013-05-08,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,중앙선,,서지-안동,맑음,17.3,0,2013,서지,안동
2013-05-08,수,KORAIL,도시철도,사고,안전사상사고-여객,여객(안전)-전기감전,인적요인,여객,불법행위,2,0,2,0,0,경부선,,천안,맑음,9.2,0,2013,천안,
2013-05-08,수,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경부선,,부산진-사상,맑음,10.8,0,2013,부산진,사상
2013-05-07,화,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,금천구청,맑음,24.9,0,2013,금천구청,
2013-05-07,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,소정리,맑음,24,0,2013,소정리,
2013-05-07,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,기관사,부주의/오류,1,0,0,1,0,경전선,,서광주,맑음,18,0,2013,서광주,
2013-05-06,월,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경원선,,서빙고-이촌,맑음,19.9,0,2013,서빙고,이촌
2013-05-05,일,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,안산선,,중앙-한대앞,맑음,3.3,0,2013,중앙,한대앞
2013-05-03,금,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,,순천-원창,맑음,3.3,0,2013,순천,원창
2013-05-01,수,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-선로무단통행,인적요인,여객,불법행위,1,1,0,0,0,경부선,,영등포,구름,16.9,0,2013,영등포,
2013-04-29,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,1,0,0,호남선,,함열,맑음,16.4,0,2013,함열,
2013-04-28,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,경전선,,반성,맑음,16.4,0,2013,반성,
2013-04-28,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,수인분당선(구.분당선),,대모산입구,구름,10.9,0,2013,대모산입구,
2013-04-21,일,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,호남선,,연산,맑음,12,0,2013,연산,
2013-04-18,목,KORAIL,일반철도,사고,안전사상사고-공중,공중(안전)-전기감전,인적요인,공중,불법행위,1,0,1,0,0,태백선,,사북,맑음,2.4,0,2013,사북,
2013-04-18,목,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,1,0,0,0,경부선,,조치원-서창,맑음,14.6,0,2013,조치원,서창
2013-04-18,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,기타,1,0,1,0,0,기타선,,가야,맑음,19,0,2013,가야,
2013-04-14,일,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,중앙선,,화산-신녕,구름,20.9,0,2013,화산,신녕
2013-04-13,토,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,0,1,0,경춘선,,망우-갈매,구름,14.3,0,2013,망우,갈매
2013-04-12,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-시설설비결함,기술적요인,안전방재설비,유지관리,1,0,1,0,0,호남선,,익산,맑음,12.3,0,2013,익산,
2013-04-10,수,KORAIL,고속철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,부산기지,맑음,3.2,0,2013,부산기지,
2013-04-09,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,0,1,0,경부선,,영등포,맑음,10.6,0,2013,영등포,
2013-04-09,화,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,1,0,0,0,호남선,,익산,맑음,14,0,2013,익산,
2013-04-08,월,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,동해남부선,,입실,맑음,14,0,2013,입실,
2013-04-07,일,KORAIL,고속철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,,노량진,구름,5.9,0,2013,노량진,
2013-04-06,토,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,불법행위,1,0,1,0,0,경원선,,동두천,맑음,14,0,2013,동두천,
2013-04-05,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,관악,맑음,14,0,2013,관악,
2013-04-04,목,KORAIL,도시철도,사고,교통사상사고-공중,공중(교통)-선로무단통행,인적요인,공중,불법행위,1,0,1,0,0,경부선,,수원-세류,맑음,10.7,0,2013,수원,세류
2013-04-03,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,안산선,,중앙,맑음,7.6,0,2013,중앙,
2013-04-03,수,KORAIL,도시철도,사고,교통사상사고-직원,직원(교통)열차방호소홀,인적요인,기관사,부주의/오류,1,0,1,0,0,경부선,,천안,구름,1.7,0,2013,천안,
2013-04-02,화,KORAIL,일반철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,호남선,,흑석리-계룡,구름,6.1,0,2013,흑석리,계룡
2013-04-02,화,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,역무원,부주의/오류,1,0,1,0,0,중앙선,,제천조차장,맑음,6.9,0,2013,제천조차장,
2013-03-26,화,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 통과지체,인적요인,공중,부주의/오류,0,0,0,0,0.5,충북선,상행선,오근장-청주,구름,11.6,0,2013,오근장,청주
2013-03-26,화,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,기관사,부주의/오류,1,0,1,0,0,경부선,,천안,맑음,11,0,2013,천안,
2013-03-26,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,신탄진,맑음,11,0,2013,신탄진,
2013-03-24,일,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)전기감전,인적요인,작업자,부주의/오류,2,0,1,1,0,일산선,상행선,백석-마두,맑음,4.5,0,2013,백석,마두
2013-03-19,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-비산/낙하물 충격,인적요인,작업자,부주의/오류,1,0,0,1,0,기타선,,부산기지,맑음,9.5,0,2013,부산기지,
2013-03-18,월,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경원선,,수서기지,구름,8.2,0,2013,수서기지,
2013-03-15,금,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-일단정지 무시횡단,인적요인,공중,불법행위,0,0,0,0,0,충북선,상행선,조치원-오송,맑음,12.3,0,2013,조치원,오송
2013-03-13,수,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경인선,하행선,제물포,맑음,12.3,0,2013,제물포,
2013-03-10,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,1,0,0,0,경부선,상행선,평택,맑음,-0.2,0,2013,평택,
2013-03-08,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경원선,,회룡,구름,9.6,0,2013,회룡,
2013-03-08,금,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,하행선,밀양,맑음,19.8,0,2013,밀양,
2013-03-05,화,KORAIL,일반철도,사고,안전사상사고-여객,여객(안전)-승강장(역) 추락,인적요인,여객,부주의/오류,1,0,0,1,0,경부선,상행선,천안,맑음,3.2,0,2013,천안,
2013-02-28,목,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경의선,,대곡,맑음,12.3,0,2013,대곡,
2013-02-28,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-부주의한 행동,인적요인,작업자,부주의/오류,1,0,1,0,0,경부선,,성환-직산,맑음,8.1,0,2013,성환,직산
2013-02-11,월,KORAIL,고속철도,사고,교통사상사고-공중,공중(교통)-열차에 뛰어듦(자살),인적요인,공중,자살,1,1,0,0,0,전라선,,순천-개운,맑음,-0.4,0,2013,순천,개운
2013-02-09,토,KORAIL,일반철도,사고,충돌-탈선-화재,차량-주행장치고장,기술적요인,열차차량설비,기타,0,0,0,0,584.8,호남선,,익산-황등,맑음,-5.7,0,2013,익산,황등
2013-02-09,토,KORAIL,도시철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,경춘선,,강촌,맑음,-3,0,2013,강촌,
2013-02-06,수,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-기타,인적요인,역무원,부주의/오류,1,1,0,0,0,태백선,,쌍용,구름,0.8,0,2013,쌍용,
2013-02-05,화,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,대전조차장,구름,7.4,0,2013,대전조차장,
2013-02-03,일,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,0,1,0,0,경부선,,오산대,구름,-0.8,0,2013,오산대,
2013-02-01,금,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,작업자,부주의/오류,1,0,1,0,0,기타선,,부산기지,비,15,0,2013,부산기지,
2013-01-30,수,KORAIL,일반철도,사고,건널목사고,통행자(자동차)-건널목 보판이탈,인적요인,공중,부주의/오류,0,0,0,0,0,중앙선,,건천-모량,맑음,2,0,2013,건천,모량
2013-01-27,일,KORAIL,일반철도,사고,교통사상사고-여객,여객(교통)-열차에 뛰어듦(자살),인적요인,여객,자살,1,1,0,0,0,경부선,,석수,맑음,-4.3,0,2013,석수,
2013-01-25,금,KORAIL,도시철도,사고,교통사상사고-여객,여객(교통)-기타,인적요인,여객,부주의/오류,1,0,0,1,0,경원선,,망월사,맑음,-11.9,0,2013,망월사,
2013-01-25,금,KORAIL,일반철도,사고,교통사상사고-직원,직원(교통)-부주의한 행동,인적요인,작업자,부주의/오류,3,0,3,0,0,전라선,,산성-남원,맑음,-3.7,0,2013,산성,남원
2013-01-24,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-기타,인적요인,작업자,기타,1,0,1,0,0,기타선,,신탄진,맑음,5,0,2013,신탄진,
2013-01-24,목,KORAIL,일반철도,사고,안전사상사고-직원,직원(안전)-작업장 추락/넘어짐,인적요인,관제사,부주의/오류,1,0,1,0,0,경부선,,부산,맑음,5,0,2013,부산,
